Id_factura,Id_socio,Fecha,Monto,Metodo_pago,Estado
37,1506,2023-04-05 08:54:04,600.45,Tarjeta de Crédito,Pagada
38,4961,2021-04-14 10:30:04,29.71,Tarjeta de Débito,Pagada
39,1087,2022-05-10 15:21:58,262.16,Tarjeta de Crédito,Pagada
40,2084,2022-01-07 13:22:10,177.88,Tarjeta de Crédito,Pendiente
41,1309,2022-05-18 11:03:47,389.42,Tarjeta de Crédito,Cancelada
42,4060,2023-06-08 17:00:52,490.78,Tarjeta de Crédito,Pagada
43,194,2021-09-15 16:15:46,458.01,Tarjeta de Débito,Pendiente
44,2934,2025-11-01 14:54:43,75.31,Efectivo,Pagada
45,8437,2023-09-23 15:54:25,391.95,Tarjeta de Crédito,Pagada
46,2163,2025-06-18 14:00:35,376.9,Efectivo,Pagada
47,9096,2024-06-20 17:30:01,553.82,Tarjeta de Crédito,Pagada
48,2469,2024-05-16 15:35:48,577.11,Efectivo,Pagada
49,6353,2023-03-14 14:12:11,428.18,Tarjeta de Crédito,Pagada
50,5261,2022-09-28 14:22:47,483.47,Tarjeta de Débito,Pagada
51,4811,2021-12-26 14:15:55,36.81,Tarjeta de Crédito,Pagada
52,6635,2024-03-07 16:47:54,178.5,Efectivo,Pagada
53,4250,2023-09-26 14:21:58,565.02,Tarjeta de Débito,Pagada
54,5651,2023-02-06 15:12:52,197.32,Tarjeta de Débito,Pagada
55,5297,2022-08-22 14:04:19,721.28,Tarjeta de Débito,Pagada
56,8643,2025-08-03 09:35:05,282.46,Efectivo,Atrasada
57,7352,2025-02-21 10:45:54,545.6,Tarjeta de Débito,Pagada
58,1123,2024-01-12 08:35:24,255.65,Tarjeta de Crédito,Pendiente
59,8396,2021-04-01 14:12:32,726.49,Efectivo,Pagada
60,9019,2022-09-27 15:15:48,739.56,Tarjeta de Débito,Pendiente
61,7454,2022-03-14 13:35:43,689.07,Efectivo,Pagada
62,7294,2023-09-13 12:21:34,80.06,Efectivo,Pagada
63,655,2021-05-14 14:35:49,160.46,Efectivo,Pagada
64,8150,2025-01-16 11:04:39,554.92,Efectivo,Pagada
65,3999,2025-03-10 12:22:20,496.07,Tarjeta de Crédito,Pagada
66,8439,2022-09-27 15:54:49,365.84,Efectivo,Pagada
67,3474,2024-04-06 14:12:56,602.58,Tarjeta de Crédito,Pagada
68,8872,2025-05-09 16:21:26,697.93,Efectivo,Pendiente
69,9014,2024-05-02 09:04:22,494.13,Tarjeta de Crédito,Pagada
70,9721,2024-08-04 17:12:18,582.73,Tarjeta de Crédito,Pendiente
71,2726,2022-12-11 15:22:15,663.46,Tarjeta de Crédito,Pagada
72,6780,2021-05-09 17:35:30,490.06,Tarjeta de Crédito,Pagada
73,6391,2024-08-31 12:21:24,156.05,Tarjeta de Crédito,Pagada
74,3691,2022-02-13 14:00:59,304.24,Tarjeta de Crédito,Pendiente
75,9622,2023-11-24 09:22:12,289.98,Tarjeta de Crédito,Pagada
76,2549,2025-04-28 14:35:37,518.08,Efectivo,Pendiente
77,1831,2024-08-19 09:03:12,766.89,Tarjeta de Crédito,Atrasada
78,5279,2024-02-28 10:12:47,35.54,Tarjeta de Crédito,Pagada
79,9536,2022-08-04 12:12:13,700.94,Tarjeta de Débito,Pagada
80,6480,2021-04-03 14:47:55,538.36,Tarjeta de Crédito,Pendiente
81,4276,2024-10-12 12:47:05,248.0,Tarjeta de Débito,Pagada
82,7279,2023-06-29 08:15:14,408.26,Tarjeta de Débito,Pendiente
83,686,2022-02-23 12:45:43,524.39,Efectivo,Pagada
84,7141,2025-01-07 10:54:22,228.61,Tarjeta de Débito,Pagada
85,473,2022-06-30 08:12:13,571.37,Tarjeta de Crédito,Pagada
86,115,2023-12-24 17:30:30,423.92,Tarjeta de Débito,Pagada
87,5984,2021-02-02 11:03:36,314.98,Tarjeta de Débito,Pagada
88,1156,2020-11-12 11:12:05,485.64,Efectivo,Pagada
89,3602,2022-09-26 17:00:49,382.86,Tarjeta de Crédito,Pagada
90,1907,2023-06-17 09:47:29,793.98,Efectivo,Pagada
91,9502,2021-12-27 12:47:33,434.86,Tarjeta de Crédito,Pagada
92,2180,2023-12-03 16:45:47,194.84,Tarjeta de Crédito,Pagada
93,6520,2021-03-18 11:22:59,219.82,Efectivo,Pagada
94,4278,2025-08-22 10:35:43,297.92,Tarjeta de Débito,Pagada
95,7382,2021-08-23 16:21:42,228.59,Efectivo,Pendiente
96,719,2025-05-10 09:45:27,512.3,Tarjeta de Débito,Pendiente
97,6104,2024-10-19 16:04:19,531.37,Tarjeta de Crédito,Pagada
98,3911,2024-10-11 08:21:38,78.36,Tarjeta de Crédito,Pagada
99,7415,2023-11-13 08:21:25,259.06,Tarjeta de Crédito,Pagada
100,6483,2021-05-28 12:35:52,442.84,Tarjeta de Crédito,Pagada
101,6034,2022-05-18 08:45:29,616.13,Tarjeta de Crédito,Pendiente
102,2512,2022-01-27 11:35:22,573.29,Tarjeta de Débito,Pagada
103,1027,2021-04-05 14:56:19,111.04,Tarjeta de Crédito,Pendiente
104,8324,2020-11-06 12:21:25,594.52,Tarjeta de Débito,Pendiente
105,9758,2021-03-01 14:54:20,249.25,Tarjeta de Crédito,Pagada
106,9500,2022-10-17 13:56:50,371.19,Tarjeta de Crédito,Pagada
107,1367,2022-07-07 14:00:50,363.59,Tarjeta de Débito,Cancelada
108,4529,2022-01-28 15:04:40,443.39,Tarjeta de Crédito,Pendiente
109,8119,2023-02-09 17:30:48,541.91,Efectivo,Pagada
110,4370,2021-02-03 13:12:19,532.15,Tarjeta de Crédito,Pendiente
111,6732,2021-11-03 11:04:41,506.81,Efectivo,Pagada
112,6134,2024-10-04 13:22:40,97.13,Tarjeta de Crédito,Pendiente
113,1489,2025-04-21 08:56:43,613.08,Tarjeta de Crédito,Pagada
114,3769,2023-03-28 13:45:02,560.1,Efectivo,Cancelada
115,8227,2023-11-25 12:30:36,658.71,Tarjeta de Débito,Pagada
116,5704,2022-10-19 12:22:26,795.83,Tarjeta de Crédito,Pagada
117,9115,2025-05-29 15:00:41,754.19,Tarjeta de Crédito,Pagada
118,9343,2023-10-25 11:03:23,315.69,Tarjeta de Débito,Pagada
119,8360,2022-09-13 12:45:19,437.01,Tarjeta de Crédito,Pagada
120,3005,2023-08-31 17:12:43,26.31,Efectivo,Pagada
121,7776,2022-10-18 11:54:31,529.21,Tarjeta de Débito,Pendiente
122,2023,2025-09-30 11:03:35,757.53,Efectivo,Pagada
123,9121,2022-03-10 08:04:35,500.15,Tarjeta de Crédito,Pendiente
124,3235,2024-03-26 15:22:03,312.07,Tarjeta de Débito,Pagada
125,9278,2025-10-22 09:56:05,483.11,Tarjeta de Débito,Pagada
126,787,2022-02-15 14:15:19,465.79,Tarjeta de Crédito,Pendiente
127,2645,2025-05-15 11:22:19,224.93,Tarjeta de Crédito,Atrasada
128,706,2023-08-27 12:04:39,313.35,Tarjeta de Crédito,Pagada
129,2760,2022-03-16 11:22:44,123.23,Tarjeta de Débito,Pagada
130,3894,2020-11-14 09:00:08,705.61,Tarjeta de Débito,Pendiente
131,2464,2024-04-13 14:04:40,82.08,Tarjeta de Débito,Pagada
132,7056,2023-11-28 13:22:58,694.32,Tarjeta de Crédito,Pagada
133,4443,2021-09-12 17:47:21,714.7,Tarjeta de Débito,Pendiente
134,6152,2022-02-12 09:21:31,732.89,Tarjeta de Crédito,Pagada
135,2952,2021-05-27 16:56:09,164.46,Efectivo,Pagada
136,8838,2023-03-16 17:15:55,501.81,Tarjeta de Crédito,Pendiente
137,7586,2021-02-20 16:03:22,338.8,Tarjeta de Débito,Pagada
138,2708,2021-02-03 10:03:00,274.77,Tarjeta de Débito,Pagada
139,6490,2021-04-10 14:45:37,231.29,Tarjeta de Crédito,Pagada
140,1091,2025-10-06 17:47:05,592.47,Tarjeta de Crédito,Pagada
141,9047,2024-11-12 15:22:06,30.48,Tarjeta de Crédito,Pendiente
142,9762,2022-07-14 15:47:54,109.06,Tarjeta de Débito,Pagada
143,1986,2020-11-13 13:00:31,96.97,Tarjeta de Crédito,Pagada
144,8062,2024-05-27 14:21:46,594.5,Tarjeta de Crédito,Pagada
145,3167,2023-11-08 15:22:16,314.31,Tarjeta de Crédito,Pendiente
146,424,2021-06-23 16:12:14,349.24,Tarjeta de Crédito,Pendiente
147,2989,2021-03-24 14:47:34,182.35,Tarjeta de Crédito,Pagada
148,1631,2022-01-19 10:30:15,241.48,Tarjeta de Crédito,Pagada
149,7386,2022-10-25 15:15:09,174.33,Tarjeta de Crédito,Pagada
150,2370,2025-01-20 14:45:21,411.43,Tarjeta de Débito,Pagada
151,4158,2024-03-05 13:35:31,746.41,Efectivo,Pagada
152,2608,2021-07-22 12:30:03,343.26,Tarjeta de Crédito,Pagada
153,8386,2020-11-25 08:15:28,538.18,Efectivo,Pagada
154,5299,2025-06-24 15:04:06,112.04,Tarjeta de Crédito,Pagada
155,5059,2025-10-25 16:03:35,105.96,Tarjeta de Crédito,Pagada
156,9741,2021-07-13 09:04:51,447.16,Tarjeta de Crédito,Pendiente
157,1549,2025-01-16 15:35:21,36.36,Tarjeta de Crédito,Pagada
158,2558,2024-09-02 08:00:41,361.41,Tarjeta de Débito,Pagada
159,776,2023-11-08 16:22:34,282.12,Tarjeta de Débito,Pagada
160,4069,2025-03-20 11:03:16,230.1,Tarjeta de Crédito,Cancelada
161,3557,2024-06-28 16:04:30,697.07,Tarjeta de Crédito,Pagada
162,5556,2025-08-01 17:56:54,785.23,Tarjeta de Crédito,Cancelada
163,8592,2024-07-04 09:04:41,288.39,Tarjeta de Crédito,Pagada
164,1302,2025-10-19 09:54:19,531.48,Tarjeta de Débito,Pagada
165,2151,2022-07-06 13:21:15,241.9,Tarjeta de Débito,Cancelada
166,8022,2022-05-19 12:54:58,360.6,Tarjeta de Débito,Pagada
167,8105,2022-08-15 09:35:43,165.24,Tarjeta de Débito,Pagada
168,2144,2025-07-14 13:30:59,311.3,Tarjeta de Crédito,Pendiente
169,8407,2021-07-21 10:35:30,101.97,Tarjeta de Crédito,Pagada
170,3935,2021-11-29 15:56:42,294.94,Tarjeta de Crédito,Pagada
171,7158,2022-02-15 09:03:04,487.11,Tarjeta de Crédito,Pagada
172,6267,2021-11-07 17:22:08,116.83,Tarjeta de Débito,Atrasada
173,7645,2021-04-09 13:12:09,616.27,Tarjeta de Crédito,Pagada
174,5375,2021-10-13 17:56:09,305.44,Efectivo,Pagada
175,8251,2025-07-04 16:04:08,408.96,Efectivo,Pagada
176,4388,2025-02-23 10:35:08,316.73,Tarjeta de Débito,Pagada
177,5422,2023-12-28 09:12:29,429.74,Tarjeta de Crédito,Pendiente
178,7583,2023-05-18 08:30:26,489.1,Tarjeta de Crédito,Pendiente
179,9621,2022-01-18 09:21:35,739.21,Efectivo,Atrasada
180,273,2024-11-22 08:45:32,777.68,Efectivo,Pagada
181,9152,2024-10-20 11:03:03,695.11,Tarjeta de Crédito,Pagada
182,8388,2024-07-01 13:45:18,734.26,Tarjeta de Crédito,Pagada
183,9980,2025-01-22 13:03:17,78.53,Tarjeta de Débito,Pagada
184,4794,2021-07-04 08:45:56,381.96,Tarjeta de Débito,Pagada
185,9754,2024-05-10 09:56:55,22.34,Efectivo,Pendiente
186,9563,2023-01-12 15:00:25,765.4,Tarjeta de Débito,Pagada
187,4350,2022-03-07 17:00:37,263.09,Tarjeta de Crédito,Pagada
188,2631,2021-10-03 16:47:07,739.73,Tarjeta de Débito,Pagada
189,7925,2025-09-19 16:56:36,480.2,Tarjeta de Crédito,Pagada
190,4224,2021-06-28 11:03:21,198.92,Tarjeta de Crédito,Pagada
191,2838,2024-02-09 10:12:51,767.44,Tarjeta de Crédito,Pagada
192,8997,2025-04-07 09:00:28,593.32,Tarjeta de Débito,Pagada
193,9272,2022-08-01 10:03:56,714.04,Tarjeta de Crédito,Pagada
194,2887,2022-01-20 10:47:31,53.89,Tarjeta de Débito,Cancelada
195,6196,2022-12-27 11:12:55,461.66,Efectivo,Pagada
196,37,2020-12-23 08:45:50,413.9,Tarjeta de Débito,Pagada
197,8373,2021-02-25 09:12:07,681.87,Tarjeta de Débito,Pagada
198,6486,2022-04-25 11:21:59,460.3,Efectivo,Pagada
199,3646,2024-03-21 12:21:42,156.26,Tarjeta de Débito,Pagada
200,2656,2025-03-23 15:15:46,788.52,Tarjeta de Crédito,Pagada
201,7191,2021-11-14 13:12:57,282.02,Tarjeta de Crédito,Cancelada
202,1397,2021-01-29 17:21:39,67.71,Tarjeta de Crédito,Pagada
203,9406,2024-04-18 09:15:36,597.92,Efectivo,Pagada
204,6772,2022-11-11 17:56:48,527.88,Tarjeta de Crédito,Pagada
205,2451,2023-04-01 17:15:01,750.86,Efectivo,Pendiente
206,9226,2023-06-23 10:35:46,630.09,Tarjeta de Débito,Pendiente
207,599,2021-07-31 15:21:35,392.0,Tarjeta de Crédito,Pendiente
208,4129,2021-04-08 10:21:08,272.06,Tarjeta de Débito,Pagada
209,2890,2021-06-28 16:00:28,258.9,Tarjeta de Débito,Pagada
210,2456,2021-12-29 12:00:44,265.83,Tarjeta de Crédito,Pagada
211,3215,2021-06-06 09:35:29,564.12,Tarjeta de Crédito,Pagada
212,2593,2021-11-18 08:47:17,418.9,Efectivo,Pagada
213,1037,2022-05-30 14:56:50,472.22,Tarjeta de Débito,Pendiente
214,6161,2023-10-02 12:00:04,335.7,Tarjeta de Débito,Pagada
215,6027,2024-10-08 14:30:50,628.92,Tarjeta de Crédito,Pagada
216,2413,2025-06-27 15:45:58,259.39,Tarjeta de Crédito,Pagada
217,4378,2024-11-21 11:56:30,65.21,Tarjeta de Débito,Cancelada
218,8382,2025-05-24 13:30:29,474.21,Efectivo,Pendiente
219,1490,2025-01-16 17:00:53,539.59,Tarjeta de Débito,Cancelada
220,6734,2022-01-23 11:56:05,478.6,Tarjeta de Débito,Pagada
221,6930,2023-11-17 14:12:59,228.35,Tarjeta de Débito,Pagada
222,4523,2020-12-04 17:00:57,415.14,Efectivo,Atrasada
223,8191,2022-06-02 09:54:05,392.35,Tarjeta de Crédito,Pagada
224,1185,2024-07-11 16:45:11,411.21,Tarjeta de Débito,Pendiente
225,1243,2021-08-11 15:04:08,382.72,Efectivo,Pendiente
226,2742,2022-05-03 11:00:55,372.8,Tarjeta de Crédito,Pagada
227,8760,2025-03-13 10:15:51,312.05,Tarjeta de Crédito,Pagada
228,5011,2025-10-06 15:30:33,716.34,Tarjeta de Débito,Pendiente
229,665,2022-09-04 12:15:09,442.72,Tarjeta de Crédito,Pagada
230,7538,2023-03-23 08:30:12,442.3,Tarjeta de Crédito,Pagada
231,8371,2021-12-31 09:04:43,269.85,Efectivo,Pagada
232,9707,2024-02-12 12:30:53,755.57,Tarjeta de Crédito,Pendiente
233,416,2021-07-13 15:21:12,150.53,Tarjeta de Débito,Pagada
234,3891,2021-01-10 16:15:34,108.55,Tarjeta de Crédito,Pendiente
235,1808,2021-09-13 17:04:35,186.56,Tarjeta de Crédito,Pagada
236,6409,2022-09-04 10:03:05,555.55,Tarjeta de Crédito,Pagada
237,9402,2025-04-29 11:15:19,23.23,Tarjeta de Débito,Atrasada
238,2851,2021-10-26 16:45:55,557.06,Tarjeta de Crédito,Pagada
239,4908,2023-07-05 11:35:44,203.48,Efectivo,Pagada
240,8268,2023-04-04 08:21:43,307.24,Efectivo,Atrasada
241,4786,2025-04-28 17:00:43,620.32,Tarjeta de Crédito,Pagada
242,6769,2021-07-03 09:03:02,671.79,Efectivo,Pagada
243,572,2022-11-29 09:15:02,240.31,Tarjeta de Crédito,Pagada
244,3086,2023-12-12 09:04:14,605.32,Tarjeta de Débito,Pagada
245,8745,2020-11-11 10:12:06,657.92,Tarjeta de Crédito,Pendiente
246,2189,2024-09-08 10:45:31,431.95,Tarjeta de Débito,Pagada
247,8486,2024-09-21 11:45:19,793.39,Efectivo,Pagada
248,1774,2022-05-10 09:47:07,528.42,Tarjeta de Débito,Pagada
249,2818,2023-11-22 12:56:38,536.42,Tarjeta de Crédito,Pagada
250,901,2021-11-07 17:04:38,285.78,Tarjeta de Débito,Pendiente
251,8142,2025-04-11 15:45:45,230.68,Efectivo,Atrasada
252,8640,2022-03-08 12:03:07,430.09,Tarjeta de Débito,Pagada
253,8881,2023-02-14 13:15:14,799.89,Tarjeta de Débito,Pendiente
254,5740,2021-04-26 14:45:06,616.32,Tarjeta de Crédito,Pagada
255,2682,2020-12-15 16:45:21,633.12,Tarjeta de Crédito,Pagada
256,842,2025-05-31 13:03:32,161.75,Tarjeta de Débito,Pagada
257,337,2021-07-04 08:30:36,548.31,Tarjeta de Débito,Pagada
258,6302,2024-04-19 16:04:26,254.21,Efectivo,Atrasada
259,8347,2025-04-14 14:00:45,404.65,Tarjeta de Crédito,Pendiente
260,7392,2020-12-24 14:00:07,468.91,Tarjeta de Crédito,Pendiente
261,6777,2022-05-22 17:45:01,549.55,Tarjeta de Débito,Pagada
262,3397,2021-09-01 09:15:02,66.29,Efectivo,Pagada
263,1839,2024-11-15 13:54:04,502.88,Tarjeta de Débito,Pagada
264,6892,2022-02-04 11:00:56,292.07,Efectivo,Pagada
265,147,2021-03-07 15:35:46,222.6,Tarjeta de Crédito,Pagada
266,7275,2022-05-03 17:03:00,156.81,Efectivo,Pagada
267,9213,2024-12-16 10:47:20,281.19,Tarjeta de Débito,Pagada
268,3431,2024-09-01 10:03:36,141.23,Efectivo,Pagada
269,9676,2021-11-03 14:04:04,444.11,Efectivo,Atrasada
270,5038,2024-02-14 09:35:43,157.17,Tarjeta de Crédito,Pagada
271,9086,2021-04-20 12:04:10,168.71,Tarjeta de Crédito,Pagada
272,8948,2024-12-25 08:47:59,657.81,Efectivo,Pagada
273,9035,2025-05-10 13:56:06,145.0,Efectivo,Pagada
274,740,2024-08-22 11:21:38,606.75,Efectivo,Pagada
275,2404,2021-10-10 17:56:38,648.87,Tarjeta de Crédito,Pagada
276,1181,2024-06-18 13:35:21,237.99,Tarjeta de Crédito,Pendiente
277,283,2024-03-28 10:15:21,390.85,Efectivo,Pagada
278,9919,2023-03-09 08:15:56,366.24,Tarjeta de Crédito,Pagada
279,3841,2024-10-16 16:22:38,25.67,Tarjeta de Crédito,Pagada
280,5618,2023-05-08 15:56:26,350.15,Tarjeta de Crédito,Pendiente
281,4019,2022-10-11 10:15:12,355.03,Efectivo,Cancelada
282,7346,2023-07-03 13:22:07,193.87,Tarjeta de Débito,Pagada
283,9586,2025-05-18 11:30:44,549.14,Tarjeta de Crédito,Pendiente
284,8172,2022-01-14 14:03:38,638.19,Tarjeta de Crédito,Pagada
285,2449,2025-05-30 16:15:09,258.25,Tarjeta de Crédito,Pagada
286,6276,2024-01-06 17:35:26,467.65,Tarjeta de Crédito,Pagada
287,9974,2023-07-19 15:21:02,746.44,Tarjeta de Débito,Pagada
288,6945,2021-09-15 14:12:22,759.79,Tarjeta de Crédito,Atrasada
289,1359,2024-12-25 15:35:02,654.28,Tarjeta de Crédito,Pendiente
290,7063,2025-09-23 14:47:09,423.41,Tarjeta de Crédito,Pagada
291,449,2022-06-01 12:54:54,52.83,Tarjeta de Débito,Pagada
292,9661,2025-08-08 08:45:36,459.57,Tarjeta de Crédito,Pendiente
293,6303,2024-07-24 08:45:24,643.98,Tarjeta de Crédito,Pendiente
294,6330,2021-01-03 16:56:23,245.97,Efectivo,Pagada
295,8883,2020-12-18 17:56:14,295.11,Efectivo,Pagada
296,9039,2025-03-12 17:15:38,206.88,Tarjeta de Crédito,Pagada
297,1252,2021-06-03 13:00:51,792.06,Tarjeta de Débito,Pendiente
298,1186,2024-03-06 14:22:16,67.92,Tarjeta de Crédito,Pagada
299,2563,2022-09-04 13:15:13,410.04,Tarjeta de Crédito,Pendiente
300,5744,2023-01-16 10:15:08,579.66,Tarjeta de Crédito,Pendiente
301,2927,2024-09-09 10:21:38,44.49,Tarjeta de Débito,Cancelada
302,2197,2024-08-21 12:56:38,528.24,Tarjeta de Débito,Pagada
303,7981,2022-11-13 15:30:07,740.67,Efectivo,Pagada
304,2208,2021-02-12 14:21:27,111.79,Tarjeta de Débito,Pendiente
305,7220,2023-08-02 15:21:13,425.38,Tarjeta de Crédito,Pagada
306,9856,2024-11-27 10:30:15,776.1,Tarjeta de Crédito,Pagada
307,3667,2025-05-14 09:35:50,58.93,Efectivo,Pagada
308,3515,2023-11-08 15:30:08,247.57,Tarjeta de Crédito,Atrasada
309,2025,2024-07-04 15:12:47,569.16,Tarjeta de Débito,Atrasada
310,8990,2021-01-23 16:45:35,33.73,Tarjeta de Crédito,Pagada
311,9919,2024-11-09 12:45:12,388.23,Tarjeta de Crédito,Pagada
312,9124,2025-06-26 13:12:17,248.71,Tarjeta de Débito,Atrasada
313,4657,2023-10-28 08:47:53,594.08,Tarjeta de Débito,Pagada
314,7508,2021-10-29 10:00:16,311.42,Tarjeta de Crédito,Pagada
315,3004,2023-09-13 15:22:21,230.35,Efectivo,Pagada
316,7019,2024-11-08 16:21:11,619.02,Efectivo,Pagada
317,9825,2022-08-05 10:12:14,593.3,Efectivo,Pagada
318,3499,2024-02-11 14:12:14,221.18,Tarjeta de Crédito,Pagada
319,9971,2022-04-05 14:56:21,680.18,Tarjeta de Crédito,Pagada
320,3915,2022-06-02 10:12:01,54.94,Efectivo,Pagada
321,3163,2025-04-26 12:56:17,423.68,Tarjeta de Crédito,Pendiente
322,6759,2022-11-22 16:30:22,175.84,Tarjeta de Débito,Pagada
323,7753,2023-03-08 13:00:31,614.49,Tarjeta de Débito,Pagada
324,5492,2023-02-13 13:15:35,796.42,Tarjeta de Débito,Pagada
325,1501,2022-11-06 14:00:40,41.92,Efectivo,Pagada
326,1801,2023-05-10 09:21:04,705.9,Efectivo,Pagada
327,1734,2025-07-06 12:30:32,527.0,Efectivo,Cancelada
328,1228,2023-02-10 12:00:05,215.32,Tarjeta de Débito,Pendiente
329,4846,2024-01-03 15:04:36,60.62,Efectivo,Pendiente
330,3728,2021-06-03 10:21:34,170.86,Tarjeta de Débito,Pagada
331,6017,2022-04-29 11:12:48,384.39,Tarjeta de Débito,Pagada
332,3156,2025-08-30 14:30:58,549.11,Tarjeta de Crédito,Pendiente
333,6601,2023-03-13 15:56:22,434.76,Tarjeta de Crédito,Pendiente
334,2077,2024-10-03 15:15:39,724.34,Tarjeta de Crédito,Pagada
335,4621,2024-06-01 08:22:05,122.27,Tarjeta de Crédito,Atrasada
336,6643,2025-03-26 11:04:32,296.6,Tarjeta de Crédito,Pendiente
337,5800,2024-12-25 15:47:18,301.77,Efectivo,Cancelada
338,3903,2021-08-06 08:47:27,500.86,Tarjeta de Crédito,Pagada
339,3109,2021-12-31 09:21:26,747.15,Efectivo,Pagada
340,1426,2023-07-16 17:35:43,692.45,Tarjeta de Crédito,Pagada
341,695,2023-01-02 12:21:48,289.27,Tarjeta de Crédito,Pendiente
342,4888,2022-07-22 13:12:33,51.04,Tarjeta de Crédito,Atrasada
343,5217,2025-01-08 12:00:05,507.44,Tarjeta de Crédito,Cancelada
344,4644,2021-01-24 08:00:39,504.44,Tarjeta de Crédito,Pagada
345,9865,2022-12-03 08:35:01,173.76,Efectivo,Pagada
346,6454,2024-07-13 09:35:28,154.99,Tarjeta de Crédito,Pagada
347,9393,2021-09-01 12:54:25,253.5,Efectivo,Pagada
348,8871,2023-10-15 16:35:16,318.95,Tarjeta de Débito,Pagada
349,480,2022-04-04 14:21:56,499.65,Tarjeta de Débito,Pagada
350,9998,2023-06-25 15:54:06,256.3,Tarjeta de Débito,Pagada
351,8760,2024-11-01 08:35:26,417.71,Tarjeta de Crédito,Pagada
352,6445,2025-08-14 15:35:15,628.12,Tarjeta de Débito,Pagada
353,9506,2021-12-14 14:54:30,682.56,Tarjeta de Crédito,Pagada
354,3143,2024-05-03 14:21:16,433.8,Tarjeta de Débito,Pendiente
355,4628,2025-04-06 09:56:37,683.2,Tarjeta de Débito,Pagada
356,4631,2020-12-03 12:35:24,659.87,Tarjeta de Débito,Pendiente
357,4337,2021-02-24 17:56:08,678.62,Tarjeta de Débito,Pagada
358,4873,2021-04-21 09:54:18,169.58,Efectivo,Pendiente
359,5853,2025-08-15 17:56:00,514.34,Tarjeta de Crédito,Pendiente
360,2916,2025-07-30 17:21:56,123.66,Tarjeta de Crédito,Pagada
361,260,2020-11-21 14:54:43,226.4,Tarjeta de Crédito,Pagada
362,5758,2020-12-11 15:45:49,516.97,Tarjeta de Crédito,Pendiente
363,3650,2024-03-25 14:12:28,318.9,Tarjeta de Crédito,Pagada
364,2994,2024-05-11 14:00:58,132.53,Tarjeta de Crédito,Pagada
365,8487,2023-10-03 16:12:27,305.01,Tarjeta de Débito,Pagada
366,881,2021-11-13 11:15:13,584.1,Tarjeta de Débito,Pagada
367,8198,2025-09-16 15:47:32,668.53,Tarjeta de Crédito,Pagada
368,7517,2024-11-15 11:54:55,511.51,Tarjeta de Débito,Pendiente
369,7599,2024-12-11 14:47:37,511.85,Tarjeta de Débito,Pagada
370,2571,2023-11-02 16:00:30,23.72,Tarjeta de Crédito,Pagada
